Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Wizards,0.429%,1000,Kyle Kuzma:32.034 PPG,Bradley Beal:30.921 PPG,Kristaps Porziņģis:26.193 PPG,Rui Hachimura:14.821 PPG,Monte Morris:12.803 PPG,Corey Kispert:11.544 PPG,Deni Avdija:8.962 PPG,Will Barton:7.684 PPG,Jordan Goodwin:6.695 PPG,Delon Wright:4.639 PPG
Lakers,0.57%,1000,LeBron James:41.929 PPG,Anthony Davis:32.852 PPG,Lonnie Walker IV:18.529 PPG,Russell Westbrook:17.134 PPG,Dennis Schröder:11.497 PPG,Austin Reaves:11.009 PPG,Thomas Bryant:9.832 PPG,Troy Brown Jr.:7.284 PPG,Patrick Beverley:6.965 PPG,Wenyen Gabriel:3.628 PPG
