Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Bulls,0.388%,1000,Zach LaVine:37.765 PPG,DeMar DeRozan:35.159 PPG,Nikola Vučević:28.637 PPG,Patrick Williams:13.636 PPG,Ayo Dosunmu:11.352 PPG,Coby White:11.158 PPG,Patrick Beverley:8.094 PPG,Alex Caruso:6.176 PPG,Javonte Green:3.565 PPG,Derrick Jones Jr.:3.372 PPG
Mavericks,0.612%,1000,Luka Dončić:44.445 PPG,Kyrie Irving:43.252 PPG,Tim Hardaway Jr.:18.784 PPG,Christian Wood:17.355 PPG,Reggie Bullock:10.669 PPG,Josh Green:10.624 PPG,Maxi Kleber:6.492 PPG,Jaden Hardy:5.543 PPG,Dwight Powell:5.246 PPG,Justin Holiday:3.323 PPG
