Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Cavaliers,0.374%,1000,Donovan Mitchell:38.533 PPG,Darius Garland:27.679 PPG,Evan Mobley:18.045 PPG,Jarrett Allen:16.432 PPG,Caris LeVert:14.713 PPG,Cedi Osman:12.002 PPG,Kevin Love:10.279 PPG,Dean Wade:8.382 PPG,Lamar Stevens:6.762 PPG,Isaac Okoro:6.53 PPG
Jazz,0.626%,1000,Lauri Markkanen:39.572 PPG,Jordan Clarkson:33.203 PPG,Malik Beasley:20.035 PPG,Collin Sexton:16.139 PPG,Kelly Olynyk:15.48 PPG,Mike Conley:14.608 PPG,Jarred Vanderbilt:10.268 PPG,Walker Kessler:7.826 PPG,Nickeil Alexander-Walker:5.826 PPG,Talen Horton-Tucker:5.3 PPG
