Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Thunder,0.633%,1000,Shai Gilgeous-Alexander:46.782 PPG,Josh Giddey:28.187 PPG,Luguentz Dort:22.157 PPG,Jalen Williams:16.78 PPG,Aleksej Pokusevski:11.072 PPG,Jeremiah Robinson-Earl:9.774 PPG,Kenrich Williams:9.709 PPG,Tre Mann:9.301 PPG,Aaron Wiggins:6.067 PPG,Darius Bazley:4.365 PPG
Heat,0.366%,1000,Tyler Herro:26.724 PPG,Bam Adebayo:25.647 PPG,Jimmy Butler:21.003 PPG,Max Strus:17.754 PPG,Victor Oladipo:14.73 PPG,Kyle Lowry:14.656 PPG,Caleb Martin:11.873 PPG,Gabe Vincent:11.803 PPG,Duncan Robinson:6.598 PPG,Haywood Highsmith:4.859 PPG
