Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Raptors,0.309%,1000,Pascal Siakam:29.417 PPG,Fred VanVleet:22.906 PPG,Gary Trent Jr.:21.044 PPG,OG Anunoby:19.669 PPG,Scottie Barnes:17.914 PPG,Jakob Poeltl:16.286 PPG,Precious Achiuwa:8.909 PPG,Chris Boucher:8.662 PPG,Otto Porter Jr.:4.689 PPG,Thaddeus Young:3.903 PPG
Nuggets,0.691%,1000,Nikola Jokić:34.131 PPG,Jamal Murray:30.002 PPG,Michael Porter Jr.:24.181 PPG,Aaron Gordon:21.748 PPG,Kentavious Caldwell-Pope:16.968 PPG,Bruce Brown:15.768 PPG,Jeff Green:7.79 PPG,Reggie Jackson:6.902 PPG,Vlatko Čančar:4.95 PPG,Christian Braun:3.389 PPG
