Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Spurs,0.382%,1000,Keldon Johnson:32.595 PPG,Devin Vassell:31.186 PPG,Tre Jones:18.069 PPG,Jakob Poeltl:15.64 PPG,Josh Richardson:11.997 PPG,Doug McDermott:11.629 PPG,Jeremy Sochan:11.586 PPG,Zach Collins:9.117 PPG,Joshua Primo:7.299 PPG,Romeo Langford:6.443 PPG
Pelicans,0.618%,1000,Zion Williamson:31.461 PPG,CJ McCollum:30.607 PPG,Brandon Ingram:25.688 PPG,Trey Murphy III:15.523 PPG,Jonas Valančiūnas:14.894 PPG,Herbert Jones:11.155 PPG,Larry Nance Jr.:10.075 PPG,Jose Alvarado:9.472 PPG,Naji Marshall:9.22 PPG,Dyson Daniels:4.753 PPG
