Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Jazz,0.67%,1000,Lauri Markkanen:47.94 PPG,Jordan Clarkson:39.907 PPG,Kelly Olynyk:17.429 PPG,Collin Sexton:17.301 PPG,Kris Dunn:17.286 PPG,Walker Kessler:10.49 PPG,Talen Horton-Tucker:7.971 PPG,Ochai Agbaji:5.268 PPG,Rudy Gay:4.25 PPG,Juan Toscano-Anderson:1.782 PPG
Pacers,0.33%,1000,Tyrese Haliburton:31.778 PPG,Buddy Hield:28.911 PPG,Myles Turner:24.81 PPG,Bennedict Mathurin:18.651 PPG,Aaron Nesmith:10.926 PPG,Andrew Nembhard:10.696 PPG,Jordan Nwora:10.393 PPG,Jalen Smith:7.869 PPG,T.J. McConnell:7.812 PPG,Chris Duarte:7.159 PPG
