Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Timberwolves,0.275%,1000,Anthony Edwards:37.068 PPG,Karl-Anthony Towns:26.191 PPG,Jaden McDaniels:15.416 PPG,Rudy Gobert:14.654 PPG,Jaylen Nowell:12.421 PPG,Naz Reid:11.819 PPG,Mike Conley:11.541 PPG,Taurean Prince:10.523 PPG,Kyle Anderson:10.509 PPG,Austin Rivers:5.636 PPG
Mavericks,0.723%,1000,Luka Dončić:47.898 PPG,Kyrie Irving:42.799 PPG,Christian Wood:19.619 PPG,Tim Hardaway Jr.:19.615 PPG,Reggie Bullock:11.083 PPG,Josh Green:10.476 PPG,Maxi Kleber:8.195 PPG,Dwight Powell:5.594 PPG,Justin Holiday:5.43 PPG,Frank Ntilikina:1.438 PPG
