Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Cavaliers,0.525%,1000,Donovan Mitchell:38.744 PPG,Darius Garland:27.3 PPG,Evan Mobley:18.304 PPG,Jarrett Allen:16.542 PPG,Caris LeVert:15.477 PPG,Cedi Osman:12.433 PPG,Kevin Love:10.795 PPG,Dean Wade:8.715 PPG,Lamar Stevens:7.075 PPG,Isaac Okoro:7.017 PPG
Wizards,0.475%,1000,Kyle Kuzma:33.314 PPG,Bradley Beal:29.888 PPG,Kristaps Porziņģis:27.962 PPG,Rui Hachimura:15.263 PPG,Monte Morris:13.768 PPG,Corey Kispert:12.04 PPG,Deni Avdija:9.238 PPG,Will Barton:7.871 PPG,Jordan Goodwin:6.143 PPG,Delon Wright:6.072 PPG
