Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Rockets,0.597%,1000,Jalen Green:37.75 PPG,Kevin Porter Jr.:33.664 PPG,Alperen Şengün:21.762 PPG,Jabari Smith Jr.:19.539 PPG,Kenyon Martin Jr.:17.975 PPG,Jae'Sean Tate:10.751 PPG,Tari Eason:10.655 PPG,TyTy Washington Jr.:4.752 PPG,Daishen Nix:4.218 PPG,Usman Garuba:2.813 PPG
Spurs,0.402%,1000,Keldon Johnson:31.969 PPG,Devin Vassell:29.003 PPG,Devonte' Graham:19.529 PPG,Tre Jones:16.986 PPG,Jeremy Sochan:13.055 PPG,Malaki Branham:11.043 PPG,Zach Collins:10.66 PPG,Doug McDermott:10.476 PPG,Keita Bates-Diop:8.054 PPG,Romeo Langford:7.37 PPG
