Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Heat,0.422%,1000,Tyler Herro:27.247 PPG,Bam Adebayo:23.92 PPG,Jimmy Butler:21.59 PPG,Max Strus:21.537 PPG,Kyle Lowry:16.117 PPG,Victor Oladipo:12.681 PPG,Caleb Martin:12.334 PPG,Gabe Vincent:11.922 PPG,Duncan Robinson:8.617 PPG,Haywood Highsmith:6.067 PPG
Clippers,0.576%,1000,Paul George:31.687 PPG,Norman Powell:22.229 PPG,Kawhi Leonard:20.08 PPG,Marcus Morris:17.256 PPG,John Wall:15.94 PPG,Reggie Jackson:15.164 PPG,Luke Kennard:13.755 PPG,Terance Mann:11.192 PPG,Ivica Zubac:10.914 PPG,Nicolas Batum:9.352 PPG
