Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
76ers,0.659%,1000,Joel Embiid:39.825 PPG,Tyrese Maxey:29.481 PPG,James Harden:28.831 PPG,Tobias Harris:23.858 PPG,De'Anthony Melton:15.314 PPG,Shake Milton:10.677 PPG,Georges Niang:9.164 PPG,P.J. Tucker:3.958 PPG,Danuel House Jr.:3.405 PPG,Montrezl Harrell:3.336 PPG
Knicks,0.34%,1000,Julius Randle:34.732 PPG,Jalen Brunson:31.968 PPG,RJ Barrett:28.776 PPG,Immanuel Quickley:14.598 PPG,Quentin Grimes:13.492 PPG,Mitchell Robinson:8.484 PPG,Cam Reddish:8.402 PPG,Evan Fournier:6.025 PPG,Obi Toppin:5.573 PPG,Isaiah Hartenstein:4.628 PPG
