Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Trailblazers,0.477%,1000,Damian Lillard:41.778 PPG,Anfernee Simons:35.917 PPG,Jerami Grant:24.373 PPG,Jusuf Nurkić:16.752 PPG,Josh Hart:13.324 PPG,Shaedon Sharpe:8.597 PPG,Justise Winslow:8.25 PPG,Keon Johnson:5.419 PPG,Nassir Little:4.674 PPG,Drew Eubanks:3.248 PPG
Suns,0.523%,1000,Devin Booker:46.529 PPG,Mikal Bridges:27.349 PPG,Deandre Ayton:23.165 PPG,Cameron Johnson:17.676 PPG,Chris Paul:14.491 PPG,Cameron Payne:8.446 PPG,Jock Landale:8.27 PPG,Torrey Craig:5.61 PPG,Landry Shamet:5.596 PPG,Damion Lee:5.152 PPG
