Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Thunder,0.238%,1000,Shai Gilgeous-Alexander:42.438 PPG,Josh Giddey:25.741 PPG,Luguentz Dort:19.871 PPG,Jalen Williams:15.455 PPG,Aleksej Pokusevski:10.002 PPG,Jeremiah Robinson-Earl:9.304 PPG,Kenrich Williams:8.804 PPG,Tre Mann:8.442 PPG,Aaron Wiggins:5.705 PPG,Darius Bazley:3.945 PPG
Nets,0.762%,1000,Kyrie Irving:43.786 PPG,Kevin Durant:41.379 PPG,Nic Claxton:16.612 PPG,Royce O'Neale:16.258 PPG,Seth Curry:11.064 PPG,Joe Harris:10.163 PPG,Ben Simmons:9.652 PPG,T.J. Warren:9.323 PPG,Yuta Watanabe:5.246 PPG,Cam Thomas:4.091 PPG
