Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Lakers,0.576%,1000,LeBron James:39.747 PPG,Anthony Davis:30.45 PPG,Russell Westbrook:17.221 PPG,Lonnie Walker IV:16.974 PPG,Dennis Schröder:12.616 PPG,Thomas Bryant:12.19 PPG,Austin Reaves:10.885 PPG,Troy Brown Jr.:7.308 PPG,Patrick Beverley:7.232 PPG,Wenyen Gabriel:4.56 PPG
Pelicans,0.423%,1000,Zion Williamson:28.526 PPG,CJ McCollum:27.631 PPG,Brandon Ingram:21.688 PPG,Jonas Valančiūnas:17.258 PPG,Trey Murphy III:13.884 PPG,Naji Marshall:11.903 PPG,Jose Alvarado:10.493 PPG,Herbert Jones:9.389 PPG,Larry Nance Jr.:8.94 PPG,Dyson Daniels:5.02 PPG
