Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Nuggets,0.496%,1000,Nikola Jokić:28.145 PPG,Michael Porter Jr.:24.602 PPG,Jamal Murray:24.344 PPG,Aaron Gordon:19.671 PPG,Kentavious Caldwell-Pope:19.524 PPG,Bones Hyland:16.694 PPG,Bruce Brown:15.548 PPG,Jeff Green:8.615 PPG,DeAndre Jordan:4.407 PPG,Christian Braun:3.239 PPG
Mavericks,0.504%,1000,Luka Dončić:53.712 PPG,Spencer Dinwiddie:31.232 PPG,Christian Wood:20.958 PPG,Dorian Finney-Smith:16.306 PPG,Tim Hardaway Jr.:14.898 PPG,Reggie Bullock:8.562 PPG,Maxi Kleber:5.64 PPG,Dwight Powell:5.12 PPG,Josh Green:4.934 PPG,JaVale McGee:2.666 PPG
