Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Thunder,0.43%,1000,Shai Gilgeous-Alexander:41.619 PPG,Josh Giddey:25.584 PPG,Luguentz Dort:19.805 PPG,Jalen Williams:19.533 PPG,Aleksej Pokusevski:10.253 PPG,Kenrich Williams:9.502 PPG,Isaiah Joe:8.425 PPG,Tre Mann:8.217 PPG,Jeremiah Robinson-Earl:7.585 PPG,Aaron Wiggins:6.642 PPG
Clippers,0.57%,1000,Paul George:30.283 PPG,Kawhi Leonard:27.806 PPG,Norman Powell:20.36 PPG,Russell Westbrook:18.016 PPG,Marcus Morris:13.729 PPG,Eric Gordon:12.287 PPG,Terance Mann:11.428 PPG,Ivica Zubac:10.97 PPG,Mason Plumlee:8.814 PPG,Nicolas Batum:7.998 PPG
