Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Wizards,0.584%,1000,Bradley Beal:32.451 PPG,Kyle Kuzma:32.424 PPG,Kristaps Porziņģis:27.941 PPG,Rui Hachimura:15.55 PPG,Monte Morris:13.163 PPG,Corey Kispert:12.358 PPG,Deni Avdija:9.928 PPG,Will Barton:8.366 PPG,Jordan Goodwin:7.195 PPG,Delon Wright:4.956 PPG
Bucks,0.416%,1000,Giannis Antetokounmpo:41.131 PPG,Jrue Holiday:27.331 PPG,Brook Lopez:21.227 PPG,Bobby Portis:17.68 PPG,Grayson Allen:12.68 PPG,Khris Middleton:11.781 PPG,Jevon Carter:10.195 PPG,Pat Connaughton:7.445 PPG,Joe Ingles:4.493 PPG,George Hill:4.44 PPG
