Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Mavericks,0.729%,1000,Luka Dončić:64.166 PPG,Spencer Dinwiddie:35.115 PPG,Dorian Finney-Smith:20.438 PPG,Tim Hardaway Jr.:15.906 PPG,Reggie Bullock:8.9 PPG,Josh Green:8.286 PPG,Maxi Kleber:8.088 PPG,Dwight Powell:6.18 PPG,Dāvis Bertāns:3.24 PPG,JaVale McGee:2.838 PPG
Pistons,0.27%,1000,Bojan Bogdanović:37.657 PPG,Saddiq Bey:24.5 PPG,Marvin Bagley III:19.299 PPG,Isaiah Stewart:18.656 PPG,Alec Burks:16.18 PPG,Killian Hayes:11.707 PPG,Jalen Duren:9.196 PPG,Isaiah Livers:7.763 PPG,Hamidou Diallo:5.991 PPG,Cory Joseph:5.11 PPG
