Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Jazz,0.585%,1000,Lauri Markkanen:39.021 PPG,Jordan Clarkson:31.056 PPG,Malik Beasley:21.051 PPG,Mike Conley:17.78 PPG,Kelly Olynyk:17.506 PPG,Collin Sexton:14.341 PPG,Jarred Vanderbilt:11.622 PPG,Talen Horton-Tucker:7.244 PPG,Walker Kessler:4.848 PPG,Rudy Gay:4.426 PPG
Trailblazers,0.413%,1000,Damian Lillard:37.497 PPG,Anfernee Simons:35.423 PPG,Jerami Grant:29.859 PPG,Jusuf Nurkić:14.044 PPG,Josh Hart:12.257 PPG,Shaedon Sharpe:10.47 PPG,Justise Winslow:9.016 PPG,Keon Johnson:6.543 PPG,Drew Eubanks:4.522 PPG,Trendon Watford:3.12 PPG
