Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Bucks,0.442%,1000,Giannis Antetokounmpo:37.274 PPG,Jrue Holiday:27.929 PPG,Brook Lopez:20.897 PPG,Bobby Portis:18.785 PPG,Grayson Allen:12.733 PPG,Khris Middleton:11.849 PPG,Pat Connaughton:10.362 PPG,Jevon Carter:9.319 PPG,Joe Ingles:7.768 PPG,George Hill:4.212 PPG
Knicks,0.557%,1000,Julius Randle:36.718 PPG,Jalen Brunson:33.235 PPG,RJ Barrett:30.021 PPG,Immanuel Quickley:15.177 PPG,Quentin Grimes:14.544 PPG,Mitchell Robinson:9.034 PPG,Cam Reddish:8.495 PPG,Evan Fournier:6.673 PPG,Obi Toppin:6.093 PPG,Isaiah Hartenstein:4.808 PPG
