Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Celtics,0.653%,1000,Jayson Tatum:42.879 PPG,Jaylen Brown:39.98 PPG,Malcolm Brogdon:16.245 PPG,Marcus Smart:15.187 PPG,Derrick White:14.656 PPG,Al Horford:13.524 PPG,Grant Williams:9.584 PPG,Robert Williams:9.564 PPG,Sam Hauser:5.009 PPG,Blake Griffin:3.009 PPG
Bucks,0.344%,1000,Giannis Antetokounmpo:35.999 PPG,Jrue Holiday:27.34 PPG,Brook Lopez:20.86 PPG,Bobby Portis:16.99 PPG,Khris Middleton:16.373 PPG,Grayson Allen:12.201 PPG,Pat Connaughton:9.309 PPG,Jevon Carter:8.829 PPG,Joe Ingles:7.687 PPG,Jae Crowder:4.201 PPG
