Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Cavaliers,0.677%,1000,Donovan Mitchell:42.728 PPG,Darius Garland:33.441 PPG,Evan Mobley:23.86 PPG,Jarrett Allen:20.239 PPG,Caris LeVert:16.141 PPG,Cedi Osman:9.079 PPG,Isaac Okoro:6.714 PPG,Dean Wade:5.408 PPG,Lamar Stevens:5.35 PPG,Ricky Rubio:4.599 PPG
Hornets,0.322%,1000,LaMelo Ball:34.039 PPG,Terry Rozier:30.953 PPG,Kelly Oubre Jr.:26.161 PPG,P.J. Washington:20.522 PPG,Gordon Hayward:17.719 PPG,Dennis Smith Jr.:8.462 PPG,Mark Williams:6.032 PPG,Nick Richards:5.492 PPG,Cody Martin:4.095 PPG,Bryce McGowens:2.141 PPG
