Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Spurs,0.2%,1000,Keldon Johnson:30.764 PPG,Devin Vassell:26.866 PPG,Tre Jones:16.416 PPG,Devonte' Graham:15.074 PPG,Jeremy Sochan:13.478 PPG,Zach Collins:11.799 PPG,Malaki Branham:11.368 PPG,Sandro Mamukelashvili:10.638 PPG,Doug McDermott:10.547 PPG,Keita Bates-Diop:8.4 PPG
Warriors,0.8%,1000,Stephen Curry:45.128 PPG,Klay Thompson:32.888 PPG,Andrew Wiggins:26.05 PPG,Jordan Poole:24.924 PPG,Draymond Green:11.85 PPG,Donte DiVincenzo:11.224 PPG,Jonathan Kuminga:9.548 PPG,Kevon Looney:7.58 PPG,Anthony Lamb:6.736 PPG,Andre Iguodala:1.537 PPG
