Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Bulls,0.729%,1000,Zach LaVine:39.414 PPG,DeMar DeRozan:36.093 PPG,Nikola Vučević:30.423 PPG,Patrick Williams:14.843 PPG,Ayo Dosunmu:13.239 PPG,Coby White:11.072 PPG,Alex Caruso:6.454 PPG,Patrick Beverley:6.074 PPG,Javonte Green:4.724 PPG,Derrick Jones Jr.:3.649 PPG
Pistons,0.27%,1000,Cade Cunningham:27.604 PPG,Bojan Bogdanović:25.418 PPG,Jaden Ivey:17.197 PPG,James Wiseman:14.727 PPG,Alec Burks:12.927 PPG,Isaiah Stewart:12.347 PPG,Marvin Bagley III:12.194 PPG,Killian Hayes:11.716 PPG,Jalen Duren:10.184 PPG,Isaiah Livers:6.414 PPG
