Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Trailblazers,0.7%,1000,Damian Lillard:41.022 PPG,Anfernee Simons:37.359 PPG,Jerami Grant:33.016 PPG,Jusuf Nurkić:16.434 PPG,Josh Hart:14.183 PPG,Justise Winslow:8.443 PPG,Shaedon Sharpe:7.58 PPG,Drew Eubanks:5.104 PPG,Gary Payton II:3.485 PPG,Trendon Watford:3.31 PPG
Grizzlies,0.299%,1000,Ja Morant:34.186 PPG,Desmond Bane:28.372 PPG,Dillon Brooks:21.807 PPG,Jaren Jackson Jr.:17.362 PPG,Tyus Jones:11.518 PPG,Steven Adams:10.604 PPG,Santi Aldama:9.316 PPG,Brandon Clarke:8.614 PPG,John Konchar:7.363 PPG,David Roddy:5.919 PPG
