Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Nets,0.87%,1000,Kevin Durant:44.278 PPG,Kyrie Irving:44.221 PPG,Royce O'Neale:16.81 PPG,Nic Claxton:16.528 PPG,Joe Harris:11.33 PPG,Ben Simmons:10.666 PPG,T.J. Warren:9.576 PPG,Seth Curry:8.775 PPG,Yuta Watanabe:7.953 PPG,Edmond Sumner:4.691 PPG
Raptors,0.13%,1000,Pascal Siakam:30.348 PPG,OG Anunoby:22.757 PPG,Fred VanVleet:21.003 PPG,Gary Trent Jr.:19.602 PPG,Scottie Barnes:17.813 PPG,Chris Boucher:10.357 PPG,Precious Achiuwa:7.805 PPG,Otto Porter Jr.:5.261 PPG,Thaddeus Young:5.129 PPG,Juancho Hernangómez:4.246 PPG
