Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Warriors,0.535%,1000,Stephen Curry:42.865 PPG,Andrew Wiggins:29.33 PPG,Klay Thompson:28.017 PPG,Jordan Poole:24.441 PPG,Draymond Green:10.76 PPG,Donte DiVincenzo:8.147 PPG,Kevon Looney:6.606 PPG,Jonathan Kuminga:6.452 PPG,Ty Jerome:6.131 PPG,Anthony Lamb:5.865 PPG
76ers,0.465%,1000,Joel Embiid:36.764 PPG,Tyrese Maxey:30.855 PPG,James Harden:28.743 PPG,Tobias Harris:23.151 PPG,De'Anthony Melton:16.71 PPG,Shake Milton:10.847 PPG,Georges Niang:8.886 PPG,P.J. Tucker:4.295 PPG,Danuel House Jr.:3.721 PPG,Furkan Korkmaz:1.948 PPG
