Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Clippers,0.407%,1000,Paul George:34.426 PPG,Kawhi Leonard:21.703 PPG,Marcus Morris:18.267 PPG,Norman Powell:18.229 PPG,Reggie Jackson:15.907 PPG,John Wall:13.044 PPG,Luke Kennard:12.202 PPG,Ivica Zubac:12.004 PPG,Terance Mann:9.417 PPG,Nicolas Batum:8.047 PPG
Pacers,0.593%,1000,Tyrese Haliburton:37.788 PPG,Buddy Hield:33.489 PPG,Myles Turner:23.224 PPG,Bennedict Mathurin:22.023 PPG,Andrew Nembhard:12.69 PPG,Aaron Nesmith:12.179 PPG,Jalen Smith:11.21 PPG,Chris Duarte:7.263 PPG,T.J. McConnell:5.315 PPG,Oshae Brissett:4.799 PPG
