Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Spurs,0.248%,1000,Keldon Johnson:31.021 PPG,Devin Vassell:26.741 PPG,Devonte' Graham:20.107 PPG,Tre Jones:16.366 PPG,Jeremy Sochan:13.187 PPG,Zach Collins:11.394 PPG,Doug McDermott:10.895 PPG,Malaki Branham:10.588 PPG,Keita Bates-Diop:8.454 PPG,Romeo Langford:7.425 PPG
Celtics,0.751%,1000,Jayson Tatum:43.204 PPG,Jaylen Brown:40.099 PPG,Marcus Smart:16.199 PPG,Malcolm Brogdon:15.714 PPG,Al Horford:14.485 PPG,Derrick White:13.39 PPG,Robert Williams:10.044 PPG,Grant Williams:9.764 PPG,Mike Muscala:5.934 PPG,Sam Hauser:4.96 PPG
