Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Jazz,0.296%,1000,Lauri Markkanen:36.704 PPG,Jordan Clarkson:30.888 PPG,Malik Beasley:21.927 PPG,Kelly Olynyk:16.291 PPG,Mike Conley:15.04 PPG,Collin Sexton:14.112 PPG,Jarred Vanderbilt:10.333 PPG,Talen Horton-Tucker:7.174 PPG,Rudy Gay:4.445 PPG,Walker Kessler:4.434 PPG
Warriors,0.704%,1000,Stephen Curry:54.114 PPG,Andrew Wiggins:33.846 PPG,Klay Thompson:26.404 PPG,Jordan Poole:20.258 PPG,Draymond Green:11.627 PPG,Anthony Lamb:8.151 PPG,Kevon Looney:6.8 PPG,JaMychal Green:5.258 PPG,Ty Jerome:4.74 PPG,Donte DiVincenzo:3.896 PPG
