Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Hawks,0.642%,1000,Dejounte Murray:32.424 PPG,Trae Young:32.071 PPG,Bogdan Bogdanović:19.336 PPG,De'Andre Hunter:18.749 PPG,John Collins:16.794 PPG,Clint Capela:14.008 PPG,Saddiq Bey:12.112 PPG,Onyeka Okongwu:9.326 PPG,AJ Griffin:8.893 PPG,Aaron Holiday:2.662 PPG
Hornets,0.356%,1000,LaMelo Ball:33.834 PPG,Terry Rozier:30.538 PPG,Kelly Oubre Jr.:25.395 PPG,P.J. Washington:21.223 PPG,Gordon Hayward:17.133 PPG,Dennis Smith Jr.:8.337 PPG,Mark Williams:6.112 PPG,Nick Richards:5.51 PPG,Svi Mykhailiuk:4.659 PPG,Cody Martin:4.448 PPG
