Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Hawks,0.366%,1000,Trae Young:31.922 PPG,Dejounte Murray:31.443 PPG,Bogdan Bogdanović:19.714 PPG,De'Andre Hunter:18.433 PPG,John Collins:15.245 PPG,Clint Capela:13.428 PPG,AJ Griffin:9.446 PPG,Onyeka Okongwu:8.832 PPG,Justin Holiday:3.333 PPG,Aaron Holiday:3.035 PPG
Bulls,0.634%,1000,Zach LaVine:39.628 PPG,DeMar DeRozan:37.318 PPG,Nikola Vučević:29.45 PPG,Patrick Williams:13.58 PPG,Ayo Dosunmu:12.716 PPG,Coby White:9.414 PPG,Goran Dragić:6.298 PPG,Alex Caruso:6.193 PPG,Javonte Green:4.561 PPG,Derrick Jones Jr.:4.148 PPG
