Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Thunder,0.369%,1000,Shai Gilgeous-Alexander:43.353 PPG,Josh Giddey:26.652 PPG,Luguentz Dort:20.421 PPG,Jalen Williams:16.196 PPG,Aleksej Pokusevski:10.269 PPG,Jeremiah Robinson-Earl:9.162 PPG,Kenrich Williams:8.944 PPG,Tre Mann:8.762 PPG,Aaron Wiggins:5.68 PPG,Darius Bazley:4.011 PPG
Bulls,0.631%,1000,Zach LaVine:38.881 PPG,DeMar DeRozan:37.641 PPG,Nikola Vučević:29.579 PPG,Patrick Williams:13.7 PPG,Ayo Dosunmu:12.397 PPG,Coby White:8.883 PPG,Goran Dragić:6.039 PPG,Alex Caruso:6.022 PPG,Javonte Green:4.393 PPG,Derrick Jones Jr.:4.191 PPG
