Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Hawks,0.501%,1000,Trae Young:34.043 PPG,Dejounte Murray:33.054 PPG,Bogdan Bogdanović:20.991 PPG,De'Andre Hunter:19.102 PPG,John Collins:16.308 PPG,Clint Capela:13.666 PPG,AJ Griffin:10.088 PPG,Onyeka Okongwu:9.394 PPG,Justin Holiday:3.411 PPG,Aaron Holiday:3.134 PPG
Pacers,0.499%,1000,Tyrese Haliburton:35.459 PPG,Buddy Hield:31.048 PPG,Myles Turner:24.201 PPG,Bennedict Mathurin:20.322 PPG,Andrew Nembhard:12.428 PPG,Aaron Nesmith:11.105 PPG,Jalen Smith:10.113 PPG,T.J. McConnell:7.155 PPG,Chris Duarte:6.429 PPG,Oshae Brissett:4.846 PPG
