Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Pistons,0.181%,1000,Cade Cunningham:27.203 PPG,Bojan Bogdanović:24.614 PPG,Jaden Ivey:17.178 PPG,Saddiq Bey:14.696 PPG,Killian Hayes:13.949 PPG,Alec Burks:13.784 PPG,Isaiah Stewart:12.856 PPG,Marvin Bagley III:12.26 PPG,Jalen Duren:9.162 PPG,Isaiah Livers:6.669 PPG
Mavericks,0.819%,1000,Luka Dončić:53.761 PPG,Spencer Dinwiddie:27.139 PPG,Christian Wood:24.62 PPG,Tim Hardaway Jr.:20.148 PPG,Dorian Finney-Smith:14.508 PPG,Reggie Bullock:9.793 PPG,Maxi Kleber:8.534 PPG,Josh Green:7.313 PPG,Kemba Walker:6.006 PPG,Dwight Powell:4.956 PPG
