Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Warriors,0.477%,1000,Stephen Curry:35.764 PPG,Klay Thompson:26.935 PPG,Jordan Poole:22.653 PPG,Andrew Wiggins:21.985 PPG,Donte DiVincenzo:11.889 PPG,Anthony Lamb:9.62 PPG,Jonathan Kuminga:9.138 PPG,Draymond Green:8.903 PPG,Kevon Looney:8.052 PPG,Ty Jerome:8.042 PPG
Thunder,0.521%,1000,Shai Gilgeous-Alexander:46.636 PPG,Josh Giddey:27.834 PPG,Luguentz Dort:21.383 PPG,Jalen Williams:16.509 PPG,Aleksej Pokusevski:10.869 PPG,Jeremiah Robinson-Earl:10.157 PPG,Kenrich Williams:9.538 PPG,Tre Mann:9.225 PPG,Aaron Wiggins:6.322 PPG,Darius Bazley:4.605 PPG
