Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Cavaliers,0.371%,1000,Donovan Mitchell:37.319 PPG,Darius Garland:27.904 PPG,Evan Mobley:17.059 PPG,Jarrett Allen:16.158 PPG,Caris LeVert:14.856 PPG,Cedi Osman:13.168 PPG,Kevin Love:11.18 PPG,Dean Wade:8.913 PPG,Lamar Stevens:8.607 PPG,Isaac Okoro:5.194 PPG
Mavericks,0.627%,1000,Luka Dončić:52.824 PPG,Spencer Dinwiddie:25.594 PPG,Christian Wood:22.897 PPG,Tim Hardaway Jr.:18.891 PPG,Dorian Finney-Smith:14.216 PPG,Maxi Kleber:8.515 PPG,Kemba Walker:8.423 PPG,Reggie Bullock:7.921 PPG,Josh Green:6.993 PPG,Dwight Powell:4.896 PPG
