Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Suns,0.484%,1000,Devin Booker:35.547 PPG,Kevin Durant:29.256 PPG,Deandre Ayton:24.06 PPG,Chris Paul:17.58 PPG,Cameron Payne:11.792 PPG,Terrence Ross:10.991 PPG,Landry Shamet:9.012 PPG,Torrey Craig:8.891 PPG,Damion Lee:7.75 PPG,Josh Okogie:4.129 PPG
Bulls,0.516%,1000,Zach LaVine:37.846 PPG,DeMar DeRozan:34.937 PPG,Nikola Vučević:28.967 PPG,Patrick Williams:14.064 PPG,Ayo Dosunmu:12.612 PPG,Coby White:10.462 PPG,Alex Caruso:6.211 PPG,Patrick Beverley:5.96 PPG,Javonte Green:4.546 PPG,Derrick Jones Jr.:3.778 PPG
