Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Kings,0.714%,1000,De'Aaron Fox:40.213 PPG,Kevin Huerter:27.844 PPG,Keegan Murray:24.032 PPG,Domantas Sabonis:22.727 PPG,Harrison Barnes:14.734 PPG,Malik Monk:14.721 PPG,Davion Mitchell:9.29 PPG,Trey Lyles:7.02 PPG,Terence Davis:3.989 PPG,Richaun Holmes:3.132 PPG
Lakers,0.285%,1000,LeBron James:43.069 PPG,Anthony Davis:35.404 PPG,Lonnie Walker IV:20.345 PPG,Russell Westbrook:19.78 PPG,Troy Brown Jr.:13.881 PPG,Austin Reaves:7.069 PPG,Patrick Beverley:5.177 PPG,Kendrick Nunn:4.135 PPG,Wenyen Gabriel:2.562 PPG,Juan Toscano-Anderson:1.486 PPG
