Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Nets,0.652%,1000,Kevin Durant:42.461 PPG,Kyrie Irving:41.813 PPG,Royce O'Neale:15.776 PPG,Nic Claxton:15.506 PPG,Joe Harris:10.111 PPG,Ben Simmons:9.778 PPG,Seth Curry:9.445 PPG,T.J. Warren:9.3 PPG,Yuta Watanabe:6.794 PPG,Edmond Sumner:4.129 PPG
Bulls,0.347%,1000,DeMar DeRozan:37.538 PPG,Zach LaVine:36.656 PPG,Nikola Vučević:26.369 PPG,Patrick Williams:13.296 PPG,Ayo Dosunmu:12.108 PPG,Coby White:7.815 PPG,Goran Dragić:6.453 PPG,Alex Caruso:5.669 PPG,Javonte Green:4.51 PPG,Derrick Jones Jr.:3.554 PPG
