Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Suns,0.569%,1000,Devin Booker:38.582 PPG,Mikal Bridges:24.258 PPG,Deandre Ayton:23.412 PPG,Chris Paul:17.401 PPG,Cameron Johnson:16.186 PPG,Cameron Payne:14.199 PPG,Torrey Craig:9.849 PPG,Landry Shamet:8.972 PPG,Damion Lee:8.516 PPG,Jock Landale:4.047 PPG
Cavaliers,0.43%,1000,Donovan Mitchell:38.263 PPG,Darius Garland:28.364 PPG,Evan Mobley:16.769 PPG,Caris LeVert:15.422 PPG,Jarrett Allen:15.364 PPG,Cedi Osman:13.559 PPG,Kevin Love:11.169 PPG,Dean Wade:8.763 PPG,Lamar Stevens:8.197 PPG,Isaac Okoro:5.361 PPG
