Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Thunder,0.614%,1000,Shai Gilgeous-Alexander:46.484 PPG,Josh Giddey:25.87 PPG,Luguentz Dort:21.21 PPG,Jalen Williams:16.93 PPG,Tre Mann:10.574 PPG,Aleksej Pokusevski:10.262 PPG,Jeremiah Robinson-Earl:9.766 PPG,Kenrich Williams:8.893 PPG,Aaron Wiggins:6.428 PPG,Darius Bazley:4.784 PPG
Magic,0.386%,1000,Franz Wagner:23.404 PPG,Paolo Banchero:22.827 PPG,Wendell Carter Jr.:16.802 PPG,Cole Anthony:14.488 PPG,Bol Bol:14.437 PPG,Jalen Suggs:14.326 PPG,Moritz Wagner:12.765 PPG,Markelle Fultz:12.574 PPG,Gary Harris:11.663 PPG,Terrence Ross:10.074 PPG
