Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Clippers,0.605%,1000,Paul George:27.886 PPG,Kawhi Leonard:26.947 PPG,Norman Powell:22.885 PPG,Eric Gordon:16.931 PPG,Russell Westbrook:16.43 PPG,Terance Mann:12.475 PPG,Marcus Morris:12.234 PPG,Ivica Zubac:10.284 PPG,Nicolas Batum:9.113 PPG,Mason Plumlee:7.972 PPG
Pelicans,0.394%,1000,Brandon Ingram:24.998 PPG,CJ McCollum:24.982 PPG,Zion Williamson:24.754 PPG,Jonas Valančiūnas:18.238 PPG,Trey Murphy III:14.195 PPG,Jose Alvarado:11.082 PPG,Josh Richardson:10.97 PPG,Naji Marshall:10.945 PPG,Larry Nance Jr.:8.441 PPG,Herbert Jones:8.32 PPG
