Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Mavericks,0.818%,1000,Luka Dončić:48.144 PPG,Kyrie Irving:44.463 PPG,Tim Hardaway Jr.:20.042 PPG,Christian Wood:19.32 PPG,Reggie Bullock:11.314 PPG,Josh Green:11.215 PPG,Maxi Kleber:7.415 PPG,Dwight Powell:5.45 PPG,Justin Holiday:4.931 PPG,Jaden Hardy:4.877 PPG
Spurs,0.181%,1000,Keldon Johnson:30.696 PPG,Devin Vassell:26.11 PPG,Devonte' Graham:19.036 PPG,Tre Jones:16.674 PPG,Jeremy Sochan:13.043 PPG,Zach Collins:10.735 PPG,Doug McDermott:10.54 PPG,Malaki Branham:10.194 PPG,Keita Bates-Diop:8.22 PPG,Romeo Langford:7.28 PPG
