Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
76ers,0.677%,1000,Joel Embiid:42.546 PPG,Tyrese Maxey:31.05 PPG,James Harden:30.925 PPG,Tobias Harris:22.514 PPG,De'Anthony Melton:14.029 PPG,Georges Niang:8.161 PPG,Shake Milton:7.943 PPG,Jalen McDaniels:5.393 PPG,P.J. Tucker:4.313 PPG,Danuel House Jr.:3.283 PPG
Nets,0.321%,1000,Mikal Bridges:38.559 PPG,Spencer Dinwiddie:22.555 PPG,Cameron Johnson:22.167 PPG,Nic Claxton:16.684 PPG,Royce O'Neale:13.928 PPG,Dorian Finney-Smith:9.925 PPG,Seth Curry:9.264 PPG,Ben Simmons:8.71 PPG,Joe Harris:8.52 PPG,Cam Thomas:6.959 PPG
