Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Hornets,0.415%,1000,LaMelo Ball:34.21 PPG,Terry Rozier:30.994 PPG,Kelly Oubre Jr.:25.805 PPG,P.J. Washington:21.219 PPG,Gordon Hayward:18.042 PPG,Dennis Smith Jr.:8.812 PPG,Mark Williams:6.492 PPG,Nick Richards:5.094 PPG,Cody Martin:4.394 PPG,Bryce McGowens:2.409 PPG
Thunder,0.584%,1000,Shai Gilgeous-Alexander:43.358 PPG,Josh Giddey:26.898 PPG,Luguentz Dort:20.659 PPG,Jalen Williams:20.252 PPG,Aleksej Pokusevski:10.27 PPG,Kenrich Williams:9.708 PPG,Isaiah Joe:8.871 PPG,Tre Mann:8.064 PPG,Jeremiah Robinson-Earl:7.806 PPG,Aaron Wiggins:6.649 PPG
