Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Pistons,0.251%,1000,Cade Cunningham:29.399 PPG,Bojan Bogdanović:26.515 PPG,Jaden Ivey:18.392 PPG,Saddiq Bey:15.708 PPG,Isaiah Stewart:14.585 PPG,Alec Burks:13.8 PPG,Killian Hayes:12.041 PPG,Marvin Bagley III:11.574 PPG,Jalen Duren:8.774 PPG,Isaiah Livers:5.859 PPG
Warriors,0.749%,1000,Stephen Curry:40.935 PPG,Klay Thompson:28.913 PPG,Andrew Wiggins:27.789 PPG,Jordan Poole:23.744 PPG,Donte DiVincenzo:9.912 PPG,Draymond Green:9.825 PPG,Anthony Lamb:8.468 PPG,Jonathan Kuminga:8.417 PPG,Ty Jerome:8.272 PPG,Kevon Looney:8.254 PPG
