Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Wizards,0.582%,1000,Kyle Kuzma:35.266 PPG,Bradley Beal:33.117 PPG,Kristaps Porziņģis:29.765 PPG,Monte Morris:14.017 PPG,Corey Kispert:12.188 PPG,Deni Avdija:10.7 PPG,Delon Wright:8.01 PPG,Daniel Gafford:7.562 PPG,Kendrick Nunn:6.976 PPG,Jordan Goodwin:5.743 PPG
Timberwolves,0.418%,1000,Anthony Edwards:37.14 PPG,Karl-Anthony Towns:27.04 PPG,Jaden McDaniels:15.637 PPG,Rudy Gobert:15.184 PPG,Jaylen Nowell:12.492 PPG,Mike Conley:11.859 PPG,Naz Reid:11.646 PPG,Taurean Prince:10.7 PPG,Kyle Anderson:10.534 PPG,Austin Rivers:6.046 PPG
