Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Lakers,0.624%,1000,LeBron James:42.193 PPG,Anthony Davis:32.679 PPG,Lonnie Walker IV:18.806 PPG,Russell Westbrook:16.872 PPG,Austin Reaves:11.675 PPG,Dennis Schröder:11.558 PPG,Thomas Bryant:9.846 PPG,Patrick Beverley:7.043 PPG,Troy Brown Jr.:6.704 PPG,Wenyen Gabriel:3.708 PPG
Hawks,0.376%,1000,Trae Young:32.237 PPG,Dejounte Murray:29.9 PPG,Bogdan Bogdanović:21.568 PPG,De'Andre Hunter:16.887 PPG,Clint Capela:13.99 PPG,John Collins:13.784 PPG,AJ Griffin:10.629 PPG,Onyeka Okongwu:8.078 PPG,Aaron Holiday:3.645 PPG,Jalen Johnson:3.491 PPG
