Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Thunder,0.541%,1000,Shai Gilgeous-Alexander:50.551 PPG,Josh Giddey:25.231 PPG,Luguentz Dort:20.726 PPG,Tre Mann:14.201 PPG,Aleksej Pokusevski:12.92 PPG,Jalen Williams:9.968 PPG,Jeremiah Robinson-Earl:8.191 PPG,Kenrich Williams:6.722 PPG,Aaron Wiggins:5.841 PPG,Darius Bazley:5.344 PPG
Wizards,0.457%,1000,Bradley Beal:33.736 PPG,Kristaps Porziņģis:28.158 PPG,Kyle Kuzma:28.059 PPG,Rui Hachimura:12.504 PPG,Monte Morris:12.225 PPG,Will Barton:10.611 PPG,Corey Kispert:10.594 PPG,Delon Wright:7.23 PPG,Jordan Goodwin:7.12 PPG,Deni Avdija:7.032 PPG
