Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Warriors,0.643%,1000,Stephen Curry:50.894 PPG,Andrew Wiggins:31.288 PPG,Jordan Poole:21.888 PPG,Klay Thompson:21.844 PPG,Anthony Lamb:11.482 PPG,Draymond Green:11.466 PPG,Kevon Looney:7.74 PPG,Moses Moody:5.726 PPG,JaMychal Green:4.534 PPG,Donte DiVincenzo:2.957 PPG
Suns,0.357%,1000,Devin Booker:45.54 PPG,Mikal Bridges:27.819 PPG,Deandre Ayton:20.376 PPG,Cameron Johnson:17.1 PPG,Cameron Payne:13.487 PPG,Chris Paul:11.509 PPG,Damion Lee:6.94 PPG,Torrey Craig:6.822 PPG,Landry Shamet:5.906 PPG,Jock Landale:5.404 PPG
