Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Hornets,0.309%,1000,LaMelo Ball:28.193 PPG,Terry Rozier:25.798 PPG,Kelly Oubre Jr.:21.914 PPG,P.J. Washington:17.239 PPG,Gordon Hayward:14.042 PPG,Jalen McDaniels:13.097 PPG,Mason Plumlee:13.066 PPG,Dennis Smith Jr.:9.294 PPG,Nick Richards:6.778 PPG,Cody Martin:5.151 PPG
Wizards,0.691%,1000,Kyle Kuzma:35.099 PPG,Bradley Beal:31.705 PPG,Kristaps Porziņģis:28.408 PPG,Rui Hachimura:15.645 PPG,Monte Morris:14.652 PPG,Corey Kispert:12.43 PPG,Deni Avdija:9.403 PPG,Will Barton:7.922 PPG,Jordan Goodwin:6.168 PPG,Delon Wright:6.095 PPG
