Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Kings,0.6%,1000,Kevin Huerter:35.128 PPG,Domantas Sabonis:31.684 PPG,Keegan Murray:23.533 PPG,Harrison Barnes:23.507 PPG,Malik Monk:23.37 PPG,Davion Mitchell:9.882 PPG,Trey Lyles:6.158 PPG,Chimezie Metu:5.836 PPG,Richaun Holmes:2.59 PPG,KZ Okpala:1.646 PPG
Cavaliers,0.4%,1000,Darius Garland:45.782 PPG,Evan Mobley:29.357 PPG,Jarrett Allen:27.294 PPG,Caris LeVert:20.523 PPG,Cedi Osman:13.593 PPG,Lamar Stevens:9.456 PPG,Isaac Okoro:4.786 PPG,Robin Lopez:2.632 PPG,Raul Neto:1.95 PPG,Mamadi Diakite:1.526 PPG
