Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Nuggets,0.607%,1000,Nikola Jokić:28.603 PPG,Michael Porter Jr.:24.519 PPG,Jamal Murray:23.69 PPG,Aaron Gordon:19.501 PPG,Kentavious Caldwell-Pope:19.149 PPG,Bones Hyland:16.388 PPG,Bruce Brown:15.708 PPG,Jeff Green:7.646 PPG,DeAndre Jordan:4.517 PPG,Christian Braun:2.946 PPG
Thunder,0.389%,1000,Shai Gilgeous-Alexander:47.858 PPG,Josh Giddey:25.271 PPG,Luguentz Dort:20.809 PPG,Tre Mann:12.582 PPG,Aleksej Pokusevski:11.755 PPG,Jalen Williams:11.477 PPG,Jeremiah Robinson-Earl:8.051 PPG,Kenrich Williams:6.496 PPG,Aaron Wiggins:6.137 PPG,Darius Bazley:5.424 PPG
