Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Grizzlies,0.245%,1000,Ja Morant:34.107 PPG,Desmond Bane:28.445 PPG,Dillon Brooks:19.68 PPG,Jaren Jackson Jr.:18.868 PPG,Tyus Jones:10.98 PPG,Steven Adams:10.488 PPG,Santi Aldama:9.59 PPG,Brandon Clarke:8.693 PPG,Luke Kennard:6.288 PPG,John Konchar:6.02 PPG
Nuggets,0.755%,1000,Nikola Jokić:34.75 PPG,Jamal Murray:30.101 PPG,Michael Porter Jr.:24.025 PPG,Aaron Gordon:21.663 PPG,Kentavious Caldwell-Pope:17.204 PPG,Bruce Brown:16.185 PPG,Reggie Jackson:8.853 PPG,Jeff Green:7.81 PPG,Vlatko Čančar:4.957 PPG,Christian Braun:3.77 PPG
