Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Bulls,0.761%,1000,DeMar DeRozan:40.296 PPG,Zach LaVine:39.468 PPG,Nikola Vučević:28.551 PPG,Patrick Williams:14.201 PPG,Ayo Dosunmu:13.601 PPG,Coby White:9.066 PPG,Goran Dragić:8.267 PPG,Alex Caruso:6.615 PPG,Javonte Green:5.051 PPG,Andre Drummond:4.77 PPG
Heat,0.238%,1000,Tyler Herro:26.738 PPG,Bam Adebayo:23.462 PPG,Jimmy Butler:21.882 PPG,Max Strus:19.117 PPG,Kyle Lowry:15.38 PPG,Caleb Martin:12.438 PPG,Victor Oladipo:10.827 PPG,Gabe Vincent:10.289 PPG,Duncan Robinson:7.599 PPG,Haywood Highsmith:4.838 PPG
