Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Nets,0.491%,1000,Kevin Durant:43.52 PPG,Kyrie Irving:41.63 PPG,Royce O'Neale:19.833 PPG,Nic Claxton:15.116 PPG,Ben Simmons:7.832 PPG,Joe Harris:7.498 PPG,David Duke Jr.:5.18 PPG,Yuta Watanabe:3.796 PPG,Day'Ron Sharpe:2.452 PPG,Seth Curry:0.0 PPG
Wizards,0.504%,1000,Bradley Beal:36.217 PPG,Kristaps Porziņģis:29.321 PPG,Kyle Kuzma:25.957 PPG,Rui Hachimura:12.67 PPG,Will Barton:11.904 PPG,Monte Morris:11.777 PPG,Delon Wright:7.637 PPG,Deni Avdija:4.254 PPG,Daniel Gafford:4.166 PPG,Anthony Gill:3.15 PPG
