Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Raptors,0.485%,1000,Pascal Siakam:35.881 PPG,Gary Trent Jr.:31.5 PPG,Scottie Barnes:20.888 PPG,OG Anunoby:20.415 PPG,Fred VanVleet:19.44 PPG,Chris Boucher:11.381 PPG,Precious Achiuwa:7.674 PPG,Christian Koloko:2.396 PPG,Otto Porter Jr.:1.971 PPG,Khem Birch:1.053 PPG
Mavericks,0.501%,1000,Luka Dončić:54.855 PPG,Spencer Dinwiddie:26.414 PPG,Christian Wood:19.262 PPG,Dorian Finney-Smith:12.813 PPG,Tim Hardaway Jr.:12.5 PPG,Reggie Bullock:10.586 PPG,Maxi Kleber:6.061 PPG,Dwight Powell:4.432 PPG,Josh Green:3.857 PPG,JaVale McGee:2.666 PPG
