Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Mavericks,0.706%,1000,Luka Dončić:46.065 PPG,Kyrie Irving:44.869 PPG,Tim Hardaway Jr.:19.583 PPG,Christian Wood:18.958 PPG,Reggie Bullock:11.189 PPG,Josh Green:10.896 PPG,Maxi Kleber:7.29 PPG,Dwight Powell:5.308 PPG,Jaden Hardy:4.951 PPG,Justin Holiday:4.909 PPG
Pacers,0.294%,1000,Tyrese Haliburton:31.857 PPG,Buddy Hield:28.058 PPG,Myles Turner:23.96 PPG,Bennedict Mathurin:17.657 PPG,Jordan Nwora:12.837 PPG,Andrew Nembhard:11.076 PPG,Aaron Nesmith:10.801 PPG,Jalen Smith:7.866 PPG,T.J. McConnell:7.814 PPG,Chris Duarte:7.446 PPG
