Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Pelicans,0.342%,1000,Zion Williamson:26.696 PPG,CJ McCollum:26.254 PPG,Brandon Ingram:25.033 PPG,Jonas Valančiūnas:15.528 PPG,Trey Murphy III:14.294 PPG,Josh Richardson:10.96 PPG,Naji Marshall:10.376 PPG,Jose Alvarado:9.933 PPG,Herbert Jones:9.382 PPG,Larry Nance Jr.:8.47 PPG
Trailblazers,0.657%,1000,Damian Lillard:40.189 PPG,Anfernee Simons:31.999 PPG,Jerami Grant:27.119 PPG,Cam Reddish:15.892 PPG,Jusuf Nurkić:14.317 PPG,Matisse Thybulle:11.815 PPG,Justise Winslow:8.143 PPG,Shaedon Sharpe:7.954 PPG,Trendon Watford:5.128 PPG,Drew Eubanks:5.12 PPG
