Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
76ers,0.453%,1000,Joel Embiid:40.259 PPG,James Harden:29.596 PPG,Tyrese Maxey:27.49 PPG,Tobias Harris:22.996 PPG,De'Anthony Melton:13.504 PPG,Shake Milton:8.131 PPG,Georges Niang:8.074 PPG,P.J. Tucker:4.324 PPG,Jalen McDaniels:3.167 PPG,Danuel House Jr.:2.914 PPG
Nuggets,0.547%,1000,Nikola Jokić:34.667 PPG,Jamal Murray:30.23 PPG,Michael Porter Jr.:23.982 PPG,Aaron Gordon:21.775 PPG,Kentavious Caldwell-Pope:16.321 PPG,Bruce Brown:14.872 PPG,Jeff Green:7.138 PPG,Reggie Jackson:6.776 PPG,Vlatko Čančar:4.68 PPG,Christian Braun:3.097 PPG
