Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Kings,0.662%,1000,De'Aaron Fox:36.514 PPG,Domantas Sabonis:27.625 PPG,Kevin Huerter:25.491 PPG,Harrison Barnes:21.087 PPG,Keegan Murray:18.842 PPG,Malik Monk:14.498 PPG,Davion Mitchell:6.747 PPG,Trey Lyles:5.704 PPG,Terence Davis:5.064 PPG,Chimezie Metu:3.113 PPG
Lakers,0.338%,1000,LeBron James:39.282 PPG,Anthony Davis:28.94 PPG,Lonnie Walker IV:17.047 PPG,Russell Westbrook:16.301 PPG,Dennis Schröder:12.23 PPG,Thomas Bryant:11.554 PPG,Austin Reaves:10.89 PPG,Troy Brown Jr.:7.164 PPG,Patrick Beverley:6.587 PPG,Wenyen Gabriel:4.429 PPG
