Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Heat,0.104%,1000,Bam Adebayo:29.024 PPG,Tyler Herro:26.899 PPG,Max Strus:26.043 PPG,Kyle Lowry:21.03 PPG,Caleb Martin:17.904 PPG,Gabe Vincent:11.163 PPG,Orlando Robinson:6.868 PPG,Nikola Jović:4.717 PPG,Haywood Highsmith:2.782 PPG,Dru Smith:2.609 PPG
Celtics,0.896%,1000,Jayson Tatum:71.192 PPG,Marcus Smart:25.61 PPG,Malcolm Brogdon:21.765 PPG,Derrick White:19.837 PPG,Grant Williams:18.034 PPG,Sam Hauser:11.572 PPG,Payton Pritchard:5.667 PPG,Luke Kornet:4.881 PPG,Blake Griffin:3.877 PPG,Noah Vonleh:1.509 PPG
